name,lat,lon,population,state
Sanilac,43.4236,-82.8202,40829,MI
Mecosta,43.6408,-85.3246,40051,MI
Houghton,46.8977,-88.6875,37485,MI
Chippewa,46.3053,-84.578,37091,MI
Delta,45.9192,-86.9242,36836,MI
Emmet,45.5202,-84.8904,33946,MI
Wexford,44.3383,-85.5784,33552,MI
Huron,43.8333,-83.019,31542,MI
Clare,43.9879,-84.8478,30827,MI
Mason,43.9952,-86.25,29103,MI
Alpena,45.0348,-83.6277,28913,MI
Oceana,43.6409,-86.2676,26555,MI
Charlevoix,45.3014,-85.1259,26109,MI
Dickinson,46.0092,-87.8703,25954,MI
Cheboygan,45.4463,-84.4999,25654,MI
Gladwin,43.9907,-84.3883,25344,MI
Iosco,44.3559,-83.6359,25262,MI
Otsego,45.0214,-84.599,25016,MI
Manistee,44.333,-86.0568,24939,MI
Menominee,45.5801,-87.5566,23477,MI
Roscommon,44.3356,-84.6116,23458,MI
Antrim,44.9991,-85.1402,23427,MI
Osceola,43.9898,-85.3252,22917,MI
Leelanau,44.9385,-85.812,22251,MI
Ogemaw,44.335,-84.1264,20745,MI
Benzie,44.6387,-86.0155,17926,MI
Kalkaska,44.6847,-85.0902,17813,MI
Missaukee,44.3374,-85.0947,15038,MI
Arenac,44.0655,-83.8952,15009,MI
Gogebic,46.4088,-89.6944,14858,MI
Crawford,44.6837,-84.6103,13102,MI
Presque Isle,45.3401,-83.918,12976,MI
Lake,43.9901,-85.8016,12248,MI
Iron,46.2087,-88.5305,11580,MI
Mackinac,46.0804,-85.0867,10814,MI
Alcona,44.6854,-83.5937,10138,MI
Montmorency,45.0276,-84.1272,9164,MI
Alger,46.4086,-86.604,8911,MI
Baraga,46.6626,-88.3652,8249,MI
Oscoda,44.6818,-84.1298,8206,MI
Schoolcraft,46.1966,-86.1996,8004,MI
Ontonagon,46.6644,-89.3148,5891,MI
Luce,46.4707,-85.5444,5520,MI
Keweenaw,47.6279,-88.4346,2052,MI
Hennepin,45.0045,-93.477,1270283,MN
Ramsey,45.0171,-93.0996,549377,MN
Dakota,44.6719,-93.0654,435863,MN
Anoka,45.2733,-93.2465,360773,MN
Washington,45.0388,-92.8838,264818,MN
St. Louis,47.6031,-92.4707,200311,MN
Olmsted,44.0038,-92.4018,160928,MN
Stearns,45.5521,-94.613,157638,MN
Scott,44.6485,-93.5359,149568,MN
Wright,45.1739,-93.9631,139890,MN
Carver,44.8207,-93.8026,105694,MN
Sherburne,45.444,-93.7746,96295,MN
Blue Earth,44.0346,-94.067,68575,MN
Rice,44.3543,-93.2967,66795,MN
Crow Wing,46.4825,-94.0709,65879,MN
Clay,46.8923,-96.4907,64975,MN
Otter Tail,46.4088,-95.708,59728,MN
Chisago,45.5025,-92.9083,56328,MN
Winona,43.9869,-91.7792,49889,MN
Goodhue,44.4097,-92.7229,47503,MN
Beltrami,47.9738,-94.9377,46033,MN
Itasca,47.5095,-93.632,44969,MN
Kandiyohi,45.1524,-95.0047,43504,MN
Benton,45.6991,-93.9988,41087,MN
Isanti,45.5615,-93.2951,40604,MN
Mower,43.6715,-92.7525,39985,MN
Douglas,45.9338,-95.4535,38742,MN
Steele,44.0223,-93.226,37363,MN
McLeod,44.8236,-94.2724,36662,MN
Carlton,46.5924,-92.677,36145,MN
Becker,46.9346,-95.674,34995,MN
Nicollet,44.3499,-94.2474,34295,MN
Morrison,46.0126,-94.2684,33876,MN
Polk,47.7739,-96.4019,31303,MN
Freeborn,43.6738,-93.3488,30882,MN
Cass,46.9496,-94.3254,29917,MN
Pine,46.1208,-92.7413,28997,MN
Le Sueur,44.3714,-93.7301,28567,MN
Mille Lacs,45.938,-93.6301,26397,MN
Brown,44.2421,-94.7276,25894,MN
Lyon,44.4135,-95.839,25477,MN
Todd,46.0706,-94.8976,25121,MN
Meeker,45.1231,-94.5274,23268,MN
Nobles,43.6742,-95.7534,22223,MN
Wabasha,44.2843,-92.2303,21425,MN
Hubbard,47.1086,-94.9167,21219,MN
Fillmore,43.674,-92.0902,21179,MN
Dodge,44.0226,-92.8621,20798,MN
Martin,43.6744,-94.5511,20070,MN
Waseca,44.0221,-93.5873,18972,MN
Houston,43.6714,-91.4929,18806,MN
Kanabec,45.9452,-93.2934,16004,MN
Aitkin,46.6082,-93.4155,15747,MN
Redwood,44.4037,-95.2538,15435,MN
Roseau,48.7751,-95.8108,15321,MN
Sibley,44.5795,-94.2321,14948,MN
Renville,44.7268,-94.9471,14768,MN
Pennington,48.0662,-96.0367,14063,MN
Wadena,46.5858,-94.9694,14009,MN
Faribault,43.6739,-93.948,13933,MN
Chippewa,45.0224,-95.5667,12509,MN
Koochiching,48.2454,-93.7834,12203,MN
Cottonwood,44.0071,-95.1812,11484,MN
Watonwan,43.9784,-94.6141,11223,MN
Pope,45.586,-95.4445,11216,MN
Lake,47.641,-91.4458,10835,MN
Jackson,43.6742,-95.1541,10016,MN
Swift,45.2827,-95.6814,9810,MN
Rock,43.6747,-96.2532,9718,MN
Stevens,45.5861,-96.0003,9669,MN
Yellow Medicine,44.7163,-95.8684,9616,MN
Pipestone,44.023,-96.2586,9370,MN
Marshall,48.3581,-96.3685,9082,MN
Clearwater,47.5775,-95.379,8525,MN
Murray,44.0221,-95.7633,8224,MN
Lac qui Parle,44.9955,-96.1735,6753,MN
Norman,47.3265,-96.4553,6500,MN
Wilkin,46.357,-96.4683,6495,MN
Grant,45.9341,-96.0122,6045,MN
Lincoln,44.4126,-96.2671,5655,MN
Cook,47.9026,-90.535,5574,MN
Mahnomen,47.3253,-95.8091,5429,MN
Big Stone,45.4261,-96.411,5155,MN
Kittson,48.7766,-96.7829,4213,MN
Red Lake,47.8717,-96.0953,3921,MN
Lake of the Woods,48.7712,-94.9046,3757,MN
Traverse,45.7722,-96.4716,3362,MN
Hinds,32.2667,-90.4428,230772,MS
Harrison,30.5122,-89.1161,207382,MS
DeSoto,34.8753,-89.9912,183220,MS
Rankin,32.2641,-89.9458,156052,MS
Jackson,30.5423,-88.6357,142993,MS
Madison,32.6347,-90.0337,108248,MS
Lee,34.2899,-88.6804,83388,MS
Forrest,31.1889,-89.2579,77743,MS
Lauderdale,32.4043,-88.6625,73756,MS
Jones,31.6226,-89.1688,67374,MS
Lamar,31.206,-89.5087,63610,MS
Lowndes,33.4729,-88.4433,58904,MS
Pearl River,30.7688,-89.5896,55972,MS
Lafayette,34.3568,-89.485,55727,MS
Oktibbeha,33.425,-88.8793,51339,MS
Hancock,30.416,-89.4885,45911,MS
Washington,33.2839,-90.9474,45616,MS
Warren,32.3573,-90.852,45141,MS
Pike,31.1748,-90.4042,40262,MS
Alcorn,34.8808,-88.5803,34964,MS
Lincoln,31.5324,-90.454,34910,MS
Monroe,33.8923,-88.4805,34448,MS
Marshall,34.7623,-89.5031,34031,MS
Panola,34.3639,-89.9506,33300,MS
Bolivar,33.7971,-90.8805,31301,MS
Pontotoc,34.2254,-89.0374,31136,MS
Adams,31.4829,-91.3535,29927,MS
Neshoba,32.7535,-89.1176,29153,MS
Leflore,33.5505,-90.3011,28555,MS
Copiah,31.8693,-90.4488,28453,MS
Tate,34.6503,-89.9448,28123,MS
Scott,32.4064,-89.5376,28062,MS
Yazoo,32.7803,-90.3965,27924,MS
Union,34.4905,-89.0039,27775,MS
Sunflower,33.6023,-90.5886,26295,MS
Simpson,31.9132,-89.9195,26064,MS
Prentiss,34.6183,-88.5201,25022,MS
Marion,31.2309,-89.8224,24609,MS
George,30.8626,-88.644,24260,MS
Itawamba,34.28,-88.3613,23863,MS
Tippah,34.7684,-88.9089,21877,MS
Coahoma,34.23,-90.6018,21839,MS
Grenada,33.7699,-89.8019,21621,MS
Leake,32.7535,-89.524,21452,MS
Newton,32.4002,-89.1188,21385,MS
Wayne,31.6408,-88.6958,19824,MS
Tishomingo,34.7404,-88.2393,18945,MS
Clay,33.6556,-88.7816,18768,MS
Covington,31.6332,-89.5526,18491,MS
Stone,30.79,-89.1177,18356,MS
Attala,33.0863,-89.5815,18025,MS
Winston,33.0885,-89.0344,17846,MS
Holmes,33.1235,-90.0921,17243,MS
Chickasaw,33.9208,-88.9479,17100,MS
Jasper,32.0191,-89.1189,16406,MS
Clarke,32.0414,-88.6894,15678,MS
Smith,32.0177,-89.5067,14483,MS
Walthall,31.1484,-90.1061,13981,MS
Greene,31.2142,-88.6392,13653,MS
Calhoun,33.9365,-89.3365,13420,MS
Tallahatchie,33.9505,-90.1732,12917,MS
Amite,31.1744,-90.8044,12718,MS
Yalobusha,34.0282,-89.7076,12586,MS
Lawrence,31.5502,-90.107,12055,MS
Perry,31.172,-88.9924,11611,MS
Jefferson Davis,31.5697,-89.823,11372,MS
Noxubee,33.1102,-88.5698,10410,MS
Carroll,33.4485,-89.9202,10053,MS
Tunica,34.6507,-90.375,9949,MS
Montgomery,33.494,-89.6164,9948,MS
Webster,33.6131,-89.2848,9938,MS
Kemper,32.7546,-88.6412,9211,MS
Claiborne,31.9737,-90.9118,9115,MS
Wilkinson,31.1611,-91.3109,8706,MS
Choctaw,33.3473,-89.2484,8264,MS
Humphreys,33.1287,-90.5266,7916,MS
Franklin,31.4772,-90.8979,7705,MS
Benton,34.8173,-89.1885,7687,MS
Jefferson,31.7342,-91.0373,7286,MS
Quitman,34.2514,-90.2891,6327,MS
Sharkey,32.8798,-90.8132,4160,MS
Issaquena,32.7414,-90.9892,1111,MS
Jackson,39.0085,-94.3461,713229,MO
St. Charles,38.782,-90.6749,402377,MO
St. Louis,38.6359,-90.2451,302787,MO
Greene,37.258,-93.342,296875,MO
Clay,39.3105,-94.4209,250134,MO
Jefferson,38.2611,-90.5377,225913,MO
Boone,38.9906,-92.3097,182170,MO
Jasper,37.2036,-94.3406,122059,MO
Cass,38.647,-94.3549,106966,MO
Platte,39.3803,-94.7738,105189,MO
Franklin,38.4111,-91.075,104331,MO
Christian,36.9696,-93.1889,87824,MO
Buchanan,39.6598,-94.8059,85545,MO
Cape Girardeau,37.384,-89.6845,81086,MO
Cole,38.5054,-92.2816,77412,MO
St. Francois,37.8103,-90.4723,67168,MO
Lincoln,39.058,-90.96,58689,MO
Newton,36.9055,-94.3393,58634,MO
Taney,36.6548,-93.0411,55854,MO
Johnson,38.7441,-93.8064,53889,MO
Pulaski,37.8246,-92.2076,53460,MO
Phelps,37.8772,-91.7923,44692,MO
Callaway,38.8355,-91.926,44449,MO
Camden,38.027,-92.766,43053,MO
Pettis,38.7283,-93.2851,42919,MO
Butler,36.7164,-90.4066,42314,MO
Howell,36.774,-91.8865,39753,MO
Webster,37.2809,-92.8759,38978,MO
Scott,37.053,-89.5686,38161,MO
Lawrence,37.1064,-93.833,38123,MO
Laclede,37.6583,-92.5903,35898,MO
Warren,38.7646,-91.1607,35033,MO
Barry,36.7099,-93.8291,34648,MO
Lafayette,39.0655,-93.7854,32752,MO
Polk,37.6165,-93.4005,31541,MO
Stone,36.7469,-93.456,31018,MO
Stoddard,36.8556,-89.9443,28812,MO
Dunklin,36.2721,-90.0909,28592,MO
Marion,39.8059,-91.6224,28564,MO
Adair,40.1906,-92.6007,25339,MO
Audrain,39.2157,-91.8416,25223,MO
Randolph,39.4401,-92.4971,24880,MO
Texas,37.3173,-91.9651,24866,MO
Miller,38.2145,-92.4284,24643,MO
Washington,37.9617,-90.8774,23791,MO
Saline,39.1368,-93.2018,23278,MO
McDonald,36.6287,-94.3483,23267,MO
Crawford,37.9764,-91.3039,23204,MO
Ray,39.3523,-93.9899,23080,MO
Henry,38.3852,-93.7928,21884,MO
Nodaway,40.3608,-94.8834,21571,MO
Clinton,39.6018,-94.4046,21095,MO
Morgan,38.4237,-92.886,20883,MO
Vernon,37.8506,-94.3424,19831,MO
Benton,38.2949,-93.2879,19351,MO
Perry,37.7072,-89.8244,19007,MO
Ste. Genevieve,37.8944,-90.1944,18406,MO
Wright,37.2702,-92.4687,18244,MO
Pike,39.3438,-91.1714,18052,MO
Andrew,39.9835,-94.8021,18023,MO
Cooper,38.8435,-92.8101,17397,MO
Dallas,37.6804,-93.0237,16946,MO
New Madrid,36.5946,-89.6517,16658,MO
Bates,38.2573,-94.34,16100,MO
Pemiscot,36.2114,-89.7854,15949,MO
Moniteau,38.6328,-92.5831,15723,MO
Macon,39.8308,-92.5646,15222,MO
Livingston,39.7821,-93.5483,15001,MO
Gasconade,38.4409,-91.5079,14803,MO
Dent,37.6066,-91.5079,14585,MO
Cedar,37.7238,-93.8566,14184,MO
Osage,38.4604,-91.8618,13372,MO
Mississippi,36.8281,-89.2911,12976,MO
Madison,37.4781,-90.345,12597,MO
Linn,39.8702,-93.1072,11962,MO
Douglas,36.9326,-92.4988,11808,MO
Barton,37.5023,-94.3471,11712,MO
DeKalb,39.8932,-94.4047,11639,MO
Montgomery,38.9415,-91.4702,11384,MO
Wayne,37.1126,-90.4614,11298,MO
Ripley,36.6528,-90.8638,11032,MO
Bollinger,37.3222,-90.0259,10758,MO
Ralls,39.5277,-91.522,10318,MO
Howard,39.1425,-92.6963,10147,MO
Lewis,40.0969,-91.7221,10031,MO
Grundy,40.1139,-93.5653,9901,MO
Iron,37.5552,-90.7735,9606,MO
St. Clair,38.0372,-93.776,9235,MO
Oregon,36.6866,-91.4033,8891,MO
Caldwell,39.6557,-93.9827,8856,MO
Ozark,36.6493,-92.4447,8664,MO
Monroe,39.4954,-92.0007,8643,MO
Carroll,39.427,-93.5052,8564,MO
Maries,38.1616,-91.9249,8457,MO
Hickory,37.9408,-93.3207,8429,MO
Daviess,39.9608,-93.9855,8427,MO
Harrison,40.3547,-93.992,8229,MO
Dade,37.4321,-93.8503,7584,MO
Chariton,39.5151,-92.9626,7432,MO
Shannon,37.1574,-91.4005,7185,MO
Clark,40.4103,-91.7384,6649,MO
Gentry,40.2121,-94.4099,6231,MO
Reynolds,37.3623,-90.9691,6138,MO
Shelby,39.7978,-92.0766,6087,MO
Sullivan,40.2106,-93.1115,6045,MO
Carter,36.9412,-90.9623,5365,MO
Atchison,40.4308,-95.4281,5312,MO
Scotland,40.4526,-92.1471,4760,MO
Putnam,40.4789,-93.0162,4715,MO
Holt,40.0944,-95.2156,4295,MO
Schuyler,40.4703,-92.521,4094,MO
Knox,40.1282,-92.1481,3782,MO
Mercer,40.4223,-93.5686,3561,MO
Worth,40.4791,-94.4221,2004,MO
Yellowstone,45.9373,-108.2744,163593,MT
Missoula,47.0365,-113.9237,117379,MT
Gallatin,45.5404,-111.1704,116725,MT
Flathead,48.2951,-114.0497,103400,MT
Cascade,47.308,-111.347,84178,MT
Lewis and Clark,47.1224,-112.3905,70340,MT
Ravalli,46.0817,-114.1207,43790,MT
Silver Bow,45.9024,-112.6567,35017,MT
Lake,47.6459,-114.0894,31030,MT
Lincoln,48.5425,-115.4051,19674,MT
Park,45.4884,-110.5267,17072,MT
Hill,48.6282,-110.1112,16297,MT
Glacier,48.7051,-112.9947,13827,MT
Big Horn,45.4234,-107.4898,13198,MT
Sanders,47.6748,-115.1333,12298,MT
Jefferson,46.1485,-112.0938,12057,MT
Custer,46.2527,-105.5717,11968,MT
Fergus,47.2636,-109.2245,11464,MT
Richland,47.7879,-104.5614,11375,MT
Roosevelt,48.2945,-105.0164,10884,MT
Carbon,45.2274,-109.0281,10488,MT
Beaverhead,45.1327,-112.8988,9391,MT
Deer Lodge,46.0608,-113.0678,9380,MT
Dawson,47.2664,-104.8995,9003,MT
Stillwater,45.669,-109.3952,8916,MT
Madison,45.3007,-111.9203,8499,MT
Rosebud,46.2297,-106.7307,8464,MT
Valley,48.3653,-106.6675,7553,MT
Blaine,48.4327,-108.9586,7051,MT
Powell,46.8564,-112.9361,6955,MT
Broadwater,46.3324,-111.4955,6641,MT
Teton,47.8371,-112.2409,6173,MT
Pondera,48.2277,-112.2263,5974,MT
Chouteau,47.8806,-110.4353,5896,MT
Toole,48.6554,-111.6956,5013,MT
Musselshell,46.4966,-108.3981,4813,MT
Mineral,47.1472,-114.9983,4490,MT
Phillips,48.2592,-107.9133,4233,MT
Sweet Grass,45.8138,-109.941,3690,MT
Sheridan,48.7212,-104.5047,3522,MT
Granite,46.4045,-113.4403,3333,MT
Fallon,46.334,-104.4174,3074,MT
Wheatland,46.4663,-109.8446,2082,MT
Liberty,48.5617,-111.0246,2026,MT
Judith Basin,47.0454,-110.266,2004,MT
Meagher,46.5982,-110.8857,1932,MT
McCone,47.6452,-105.7954,1805,MT
Powder River,45.395,-105.6302,1759,MT
Daniels,48.7838,-105.5485,1739,MT
Carter,45.5168,-104.5362,1349,MT
Prairie,46.8605,-105.378,1227,MT
Wibaux,46.9653,-104.249,1018,MT
Garfield,47.2776,-106.9929,972,MT
Golden Valley,46.3812,-109.1752,820,MT
Treasure,46.2115,-107.2716,693,MT
Petroleum,47.1175,-108.2502,434,MT
Douglas,41.2953,-96.1543,578771,NE
Lancaster,40.7842,-96.6878,320301,NE
Sarpy,41.1129,-96.112,188464,NE
Hall,40.8726,-98.5022,62616,NE
Buffalo,40.8551,-99.075,49840,NE
Dodge,41.5779,-96.654,37249,NE
Scotts Bluff,41.8506,-103.708,36229,NE
Madison,41.9167,-97.6008,35553,NE
Lincoln,41.0477,-100.7453,34906,NE
Platte,41.5713,-97.5211,34123,NE
Adams,40.5245,-98.5012,31284,NE
Cass,40.9097,-96.1409,26546,NE
Dawson,40.8699,-99.8196,24031,NE
Saunders,41.2264,-96.6374,22008,NE
Gage,40.2619,-96.6894,21706,NE
Dakota,42.3911,-96.5646,21284,NE
Washington,41.5311,-96.222,20699,NE
Seward,40.8724,-97.1395,17605,NE
Otoe,40.6485,-96.1348,15916,NE
Saline,40.5241,-97.1409,14395,NE
York,40.8727,-97.5971,14164,NE
Box Butte,42.2197,-103.0857,10821,NE
Red Willow,40.1758,-100.4769,10724,NE
Custer,41.3943,-99.7262,10625,NE
Colfax,41.574,-97.0865,10608,NE
Holt,42.4557,-98.7838,10175,NE
Wayne,42.2093,-97.1193,9590,NE
Cheyenne,41.2198,-102.995,9575,NE
Hamilton,40.873,-98.0229,9376,NE
Cuming,41.9164,-96.7874,9035,NE
Phelps,40.5111,-99.4145,8972,NE
Knox,42.6368,-97.8919,8434,NE
Cedar,42.5993,-97.2524,8401,NE
Dawes,42.7197,-103.1354,8383,NE
Butler,41.2261,-97.1318,8354,NE
Keith,41.1988,-101.6615,8312,NE
Richardson,40.125,-95.7175,7893,NE
Merrick,41.169,-98.038,7687,NE
Pierce,42.2644,-97.6013,7266,NE
Jefferson,40.1757,-97.1427,7213,NE
Nemaha,40.3877,-95.8498,7025,NE
Thurston,42.1582,-96.544,6806,NE
Burt,41.8515,-96.3286,6705,NE
Kearney,40.5067,-98.948,6639,NE
Howard,41.2201,-98.5171,6461,NE
Antelope,42.1769,-98.0667,6310,NE
Clay,40.5244,-98.0513,6104,NE
Stanton,41.9169,-97.1939,5877,NE
Dixon,42.4931,-96.8677,5632,NE
Fillmore,40.5247,-97.5965,5561,NE
Cherry,42.545,-101.1186,5505,NE
Boone,41.7068,-98.0672,5413,NE
Johnson,40.3926,-96.2651,5298,NE
Polk,41.1869,-97.5684,5223,NE
Sheridan,42.5047,-102.4089,5150,NE
Thayer,40.1762,-97.595,5053,NE
Furnas,40.1764,-99.9123,4655,NE
Morrill,41.716,-103.0104,4595,NE
Nuckolls,40.1764,-98.0472,4125,NE
Valley,41.5673,-98.9819,4031,NE
Chase,40.5242,-101.698,3694,NE
Kimball,41.1978,-103.7149,3583,NE
Webster,40.1764,-98.5,3442,NE
Nance,41.3973,-97.9922,3389,NE
Harlan,40.1765,-99.4046,3216,NE
Sherman,41.2206,-98.9762,2986,NE
Franklin,40.1763,-98.9528,2914,NE
Perkins,40.851,-101.6497,2865,NE
Brown,42.43,-99.9295,2752,NE
Hitchcock,40.1763,-101.0423,2630,NE
Pawnee,40.1315,-96.2371,2564,NE
Frontier,40.5301,-100.3942,2512,NE
Greeley,41.5674,-98.5212,2219,NE
Dundy,40.1762,-101.6879,1900,NE
Garfield,41.9144,-98.9914,1889,NE
Deuel,41.1116,-102.3339,1878,NE
Boyd,42.8997,-98.7665,1812,NE
Gosper,40.5148,-99.8307,1811,NE
Garden,41.6194,-102.3354,1726,NE
Rock,42.4213,-99.4499,1321,NE
Sioux,42.4877,-103.7589,1081,NE
Keya Paha,42.8789,-99.7124,946,NE
Hayes,40.5248,-101.0619,891,NE
Logan,41.5666,-100.4827,865,NE
Wheeler,41.9148,-98.5282,735,NE
Grant,41.915,-101.7406,718,NE
Hooker,41.916,-101.1353,714,NE
Loup,41.9138,-99.4544,665,NE
Banner,41.546,-103.7105,605,NE
Thomas,41.9137,-100.5558,562,NE
McPherson,41.5682,-101.0604,475,NE
Arthur,41.569,-101.6958,472,NE
Blaine,41.9128,-99.9767,346,NE
Clark,36.2152,-115.0135,2231147,NV
Washoe,40.6655,-119.6643,479758,NV
Lyon,39.0206,-119.189,58029,NV
Carson City,39.1511,-119.7476,57957,NV
Elko,41.1457,-115.3577,53420,NV
Nye,38.0423,-116.4719,50096,NV
Douglas,38.9123,-119.6162,49158,NV
Churchill,39.5809,-118.3358,25077,NV
Humboldt,41.4068,-118.112,17218,NV
White Pine,39.4421,-114.9016,9192,NV
Pershing,40.4404,-118.4044,6668,NV
Lander,39.9337,-117.038,5729,NV
Lincoln,37.6433,-114.8775,4600,NV
Mineral,38.5386,-118.4349,4552,NV
Storey,39.447,-119.5294,4047,NV
Eureka,39.9838,-116.2686,1603,NV
Esmeralda,37.7846,-117.6323,987,NV
Hillsborough,42.9153,-71.7161,420504,NH
Rockingham,42.9875,-71.1254,312771,NH
Merrimack,43.2975,-71.6802,152983,NH
Strafford,43.2969,-71.0289,130598,NH
Grafton,43.9407,-71.8208,91025,NH
Cheshire,42.9193,-72.2512,76473,NH
Belknap,43.5179,-71.4227,63395,NH
Carroll,43.8738,-71.2031,49961,NH
Sullivan,43.3613,-72.2221,43105,NH
Coos,44.6896,-71.3056,31360,NH
Bergen,40.9597,-74.0742,952979,NJ
Middlesex,40.4392,-74.4117,858770,NJ
Essex,40.7872,-74.247,852720,NJ
Hudson,40.7371,-74.0779,713264,NJ
Monmouth,40.2603,-74.2213,642160,NJ
Ocean,39.8855,-74.2813,630057,NJ
Union,40.6601,-74.3087,571963,NJ
Camden,39.8035,-74.9597,521194,NJ
Passaic,41.0343,-74.3008,521067,NJ
Morris,40.862,-74.5445,508347,NJ
Burlington,39.8777,-74.6681,460102,NJ
Mercer,40.2834,-74.7018,384951,NJ
Somerset,40.5635,-74.6163,343950,NJ
Gloucester,39.7173,-75.1414,300821,NJ
Atlantic,39.4777,-74.661,273865,NJ
Cumberland,39.3738,-75.1107,154921,NJ
Sussex,41.1393,-74.6908,144492,NJ
Hunterdon,40.5673,-74.9122,128807,NJ
Warren,40.8572,-74.9973,109354,NJ
Cape May,39.1496,-74.8002,95488,NJ
Salem,39.5876,-75.3491,64752,NJ
Bernalillo,35.0514,-106.6702,674919,NM
Doña Ana,32.3526,-106.8328,218157,NM
Santa Fe,35.5069,-105.9763,153632,NM
Sandoval,35.6886,-106.8659,147327,NM
San Juan,36.5085,-108.3206,122912,NM
Valencia,34.7155,-106.809,75992,NM
McKinley,35.5807,-108.2618,72946,NM
Lea,32.7921,-103.4125,72743,NM
Otero,32.6132,-105.7415,67298,NM
Chaves,33.3633,-104.4669,65014,NM
Eddy,32.4714,-104.3044,61096,NM
Curry,34.5742,-103.347,48716,NM
Rio Arriba,36.5096,-106.6932,40347,NM
Taos,36.5783,-105.631,34322,NM
Grant,32.7389,-108.3824,28178,NM
San Miguel,35.4805,-104.8158,27357,NM
Cibola,34.9125,-107.9998,27284,NM
Luna,32.1822,-107.7498,25282,NM
Lincoln,33.7453,-105.4593,20084,NM
Roosevelt,34.0212,-103.48,19223,NM
Los Alamos,35.8693,-106.3073,19169,NM
Socorro,34.0072,-106.9302,16605,NM
Torrance,34.6405,-105.8508,15150,NM
Colfax,36.6061,-104.6468,12406,NM
Sierra,33.1305,-107.1924,11512,NM
Quay,35.1043,-103.5498,8675,NM
Guadalupe,34.8633,-104.7906,4465,NM
Mora,36.0105,-104.9449,4232,NM
Hidalgo,31.914,-108.7148,4214,NM
Union,36.4816,-103.471,4122,NM
Catron,33.9152,-108.4046,3581,NM
De Baca,34.3425,-104.412,1873,NM
Harding,35.8579,-103.8203,533,NM
Kings,40.6395,-73.9385,2712360,NY
Queens,40.7023,-73.8203,2393104,NY
New York,40.7785,-73.9674,1669127,NY
Suffolk,40.8686,-72.8448,1522998,NY
Bronx,40.8501,-73.866,1468262,NY
Nassau,40.7328,-73.5865,1391678,NY
Westchester,41.1624,-73.7561,999723,NY
Erie,42.764,-78.7323,949715,NY
Monroe,43.1464,-77.6961,757332,NY
Richmond,40.5808,-74.1524,493194,NY
Onondaga,43.0058,-76.1946,474621,NY
Orange,41.4022,-74.3056,398277,NY
Rockland,41.1525,-74.0242,336485,NY
Albany,42.6002,-73.9736,314679,NY
Dutchess,41.7652,-73.7429,296012,NY
Saratoga,43.1074,-73.8639,235010,NY
Oneida,43.2418,-75.4358,232034,NY
Niagara,43.2001,-78.7452,212808,NY
Broome,42.1602,-75.8196,198591,NY
Ulster,41.8881,-74.2586,181862,NY
Rensselaer,42.7111,-73.5097,161125,NY
Schenectady,42.8181,-74.0586,157515,NY
Chautauqua,42.2281,-79.3663,128042,NY
Oswego,43.4269,-76.1413,118019,NY
Jefferson,44.0495,-75.921,117634,NY
Ontario,42.8528,-77.2998,112060,NY
St. Lawrence,44.4964,-75.0691,108836,NY
Tompkins,42.452,-76.4736,105638,NY
Putnam,41.4267,-73.7495,97960,NY
Steuben,42.2678,-77.3838,94153,NY
Wayne,43.1566,-77.0294,91332,NY
Chemung,42.1413,-76.76,84456,NY
Clinton,44.7462,-73.6782,80095,NY
Sullivan,41.7164,-74.7681,78230,NY
Cattaraugus,42.2486,-78.6788,77211,NY
Cayuga,42.9175,-76.5545,76644,NY
Madison,42.9128,-75.6696,68466,NY
Warren,43.561,-73.846,65692,NY
Livingston,42.7281,-77.7755,62253,NY
Columbia,42.2501,-73.6318,61587,NY
Washington,43.3137,-73.4308,61504,NY
Herkimer,43.4193,-74.9624,60596,NY
Otsego,42.6338,-75.0326,58952,NY
Genesee,43.0009,-78.1937,58387,NY
Fulton,43.1138,-74.4222,53588,NY
Montgomery,42.9023,-74.4397,49539,NY
Tioga,42.1703,-76.3063,48567,NY
Greene,42.2765,-74.1227,48026,NY
Franklin,44.5929,-74.3038,47996,NY
Chenango,42.4935,-75.6116,47407,NY
Cortland,42.595,-76.0703,46984,NY
Allegany,42.2574,-78.0276,46654,NY
Delaware,42.1981,-74.9665,44644,NY
Wyoming,42.7024,-78.2245,40679,NY
Orleans,43.2521,-78.2312,40588,NY
Essex,44.1172,-73.7726,37501,NY
Seneca,42.7811,-76.8238,33900,NY
Schoharie,42.5882,-74.4421,29936,NY
Lewis,43.7851,-75.4486,26681,NY
Yates,42.6335,-77.1055,24808,NY
Schuyler,42.3938,-76.8752,17920,NY
Hamilton,43.6611,-74.4974,5068,NY
Wake,35.7903,-78.6503,1112883,NC
Mecklenburg,35.2467,-80.8328,1100984,NC
Guilford,36.0795,-79.7889,537113,NC
Forsyth,36.1306,-80.2563,380583,NC
Cumberland,35.0487,-78.8277,333582,NC
Durham,36.036,-78.8766,320146,NC
Buncombe,35.6112,-82.5301,266981,NC
Union,34.9884,-80.5307,235699,NC
Gaston,35.2944,-81.1803,226097,NC
New Hanover,34.2328,-77.8847,225175,NC
Cabarrus,35.3868,-80.5519,221200,NC
Johnston,35.5178,-78.3657,211320,NC
Onslow,34.7321,-77.4321,201597,NC
Iredell,35.8071,-80.8734,183965,NC
Pitt,35.5933,-77.3745,170600,NC
Alamance,36.0437,-79.3994,169185,NC
Davidson,35.7933,-80.2128,168002,NC
