name,lat,lon,population,state
Johnson,32.379,-97.3665,177022,TX
Guadalupe,29.5831,-97.9486,169477,TX
Midland,31.8691,-102.0316,166964,TX
Ector,31.8692,-102.5429,161258,TX
Comal,29.8082,-98.2783,156257,TX
Parker,32.7776,-97.8051,144803,TX
Taylor,32.3015,-99.8902,141739,TX
Kaufman,32.5993,-96.2878,140145,TX
Randall,34.9659,-101.897,139176,TX
Grayson,33.6268,-96.6777,134205,TX
Wichita,33.988,-98.7035,129419,TX
Gregg,32.4805,-94.817,123744,TX
Tom Green,31.4044,-100.4621,119048,TX
Potter,35.4013,-101.8939,119043,TX
Rockwall,32.8978,-96.4079,105227,TX
Hunt,33.1236,-96.0855,98783,TX
Bastrop,30.1036,-97.312,94887,TX
Bowie,33.4458,-94.4234,92957,TX
Victoria,28.7964,-96.9715,91280,TX
Liberty,30.1516,-94.8122,89948,TX
Angelina,31.2548,-94.6119,86584,TX
Orange,30.1213,-93.8939,85045,TX
Henderson,32.2119,-95.8536,81717,TX
Coryell,31.3909,-97.7993,81692,TX
Walker,30.739,-95.5723,76506,TX
Harrison,32.5481,-94.3715,68674,TX
San Patricio,28.0092,-97.5188,68600,TX
Wise,33.2159,-97.6545,67877,TX
Starr,26.5621,-98.7387,65568,TX
Nacogdoches,31.616,-94.6159,64822,TX
Hood,32.4299,-97.8323,60521,TX
Van Zandt,32.5637,-95.8365,58782,TX
Anderson,31.8133,-95.6525,58133,TX
Maverick,28.7426,-100.3145,57769,TX
Hardin,30.3324,-94.3902,56124,TX
Waller,30.0108,-95.9876,55505,TX
Rusk,32.1077,-94.7618,52542,TX
Kerr,30.0615,-99.35,52411,TX
Navarro,32.047,-96.4725,51908,TX
Cherokee,31.837,-95.1652,50564,TX
Medina,29.3557,-99.1101,50458,TX
Lamar,33.6673,-95.5712,49932,TX
Wilson,29.174,-98.0866,49374,TX
Polk,30.7927,-94.83,49372,TX
Atascosa,28.8935,-98.5272,48684,TX
Burnet,30.7884,-98.1823,48424,TX
Val Verde,29.8929,-101.1517,47767,TX
Caldwell,29.8368,-97.6199,45286,TX
Chambers,29.7384,-94.6101,45257,TX
Wood,32.7864,-95.3821,44615,TX
Kendall,29.9447,-98.7115,43842,TX
Erath,32.2363,-98.2179,42288,TX
Wharton,29.2779,-96.2221,41602,TX
Cooke,33.6393,-97.2126,41215,TX
Upshur,32.7363,-94.9415,40781,TX
Jim Wells,27.7314,-98.0899,39203,TX
Brown,31.7742,-98.9998,38085,TX
Hopkins,33.1496,-95.564,36666,TX
Matagorda,28.8212,-96.011,36323,TX
Hill,31.9907,-97.1324,35686,TX
Washington,30.2145,-96.4035,35561,TX
Fannin,33.5938,-96.1069,35453,TX
Howard,32.3062,-101.4356,34620,TX
Jasper,30.744,-94.0251,33369,TX
Hale,34.0705,-101.8269,32879,TX
Titus,33.2166,-94.9657,31327,TX
Bee,28.4174,-97.7412,31191,TX
Kleberg,27.4337,-97.7273,31015,TX
Austin,29.887,-96.2779,30132,TX
Grimes,30.5435,-95.9855,28878,TX
Cass,33.0775,-94.3435,28692,TX
Palo Pinto,32.7532,-98.313,28303,TX
San Jacinto,30.5795,-95.1669,27380,TX
Gillespie,30.3181,-98.9465,26730,TX
Uvalde,29.3573,-99.7622,24918,TX
Milam,30.7863,-96.9768,24895,TX
Fayette,29.8768,-96.9198,24445,TX
Shelby,31.7924,-94.145,24254,TX
Aransas,28.1249,-96.9934,24149,TX
Panola,32.1624,-94.3056,22583,TX
Houston,31.3177,-95.4227,22288,TX
Limestone,31.5455,-96.5805,22252,TX
Hockley,33.6076,-102.3432,21670,TX
Moore,35.8377,-101.893,21494,TX
Lampasas,31.1962,-98.2415,21443,TX
Gray,35.4012,-100.8126,21398,TX
Llano,30.7058,-98.6841,21246,TX
Gaines,32.7407,-102.6352,21167,TX
Bandera,29.7472,-99.2463,20839,TX
Hutchinson,35.84,-101.3547,20801,TX
Colorado,29.6208,-96.5263,20559,TX
Willacy,26.4693,-97.6622,20423,TX
Calhoun,28.5067,-96.602,20367,TX
Lavaca,29.3843,-96.9302,20287,TX
Tyler,30.7712,-94.3766,20032,TX
Montague,33.6757,-97.7246,19850,TX
DeWitt,29.0821,-97.3567,19834,TX
Jones,32.7399,-99.8788,19721,TX
Gonzales,29.4567,-97.4925,19720,TX
Freestone,31.7049,-96.1491,19478,TX
Deaf Smith,34.966,-102.605,18675,TX
Frio,28.8678,-99.1082,18428,TX
Bosque,31.9004,-97.6343,18275,TX
Andrews,32.305,-102.6377,18184,TX
Young,33.1766,-98.6878,17894,TX
Eastland,32.3271,-98.8323,17785,TX
Burleson,30.4925,-96.6215,17687,TX
Lee,30.3107,-96.9657,17393,TX
Falls,31.2533,-96.9359,17074,TX
Scurry,32.7463,-100.9164,16985,TX
Robertson,31.027,-96.5129,16839,TX
Leon,31.2965,-95.9957,15877,TX
Pecos,30.781,-102.7235,15202,TX
Jackson,28.9542,-96.5776,14971,TX
Karnes,28.9057,-97.8594,14823,TX
Nolan,32.3035,-100.406,14727,TX
Reeves,31.323,-103.693,14584,TX
Zapata,27.0008,-99.1686,13945,TX
Callahan,32.2976,-99.3735,13781,TX
Trinity,31.0888,-95.1355,13695,TX
Madison,30.9655,-95.9284,13579,TX
Comanche,31.948,-98.5582,13540,TX
Lamb,34.0686,-102.3517,13147,TX
Wilbarger,34.0808,-99.241,12887,TX
Newton,30.7863,-93.7448,12532,TX
Camp,32.9732,-94.9785,12498,TX
Dawson,32.7426,-101.9476,12371,TX
Rains,32.8703,-95.7934,12013,TX
Morris,33.1135,-94.7326,11988,TX
Terry,33.1738,-102.3352,11937,TX
Red River,33.6207,-95.0503,11685,TX
Live Oak,28.3514,-98.1248,11378,TX
Ward,31.5095,-103.1025,11375,TX
Blanco,30.2664,-98.3999,11313,TX
Franklin,33.1755,-95.2184,10413,TX
Clay,33.7855,-98.2085,10236,TX
Ochiltree,36.2784,-100.8157,10063,TX
Duval,27.6814,-98.5089,10001,TX
Sabine,31.3432,-93.8518,9974,TX
Zavala,28.8662,-99.7605,9900,TX
Runnels,31.8311,-99.9762,9887,TX
Parmer,34.5301,-102.7845,9874,TX
Marion,32.798,-94.3572,9748,TX
Brewster,29.8119,-103.2517,9501,TX
Somervell,32.2222,-97.7744,9170,TX
Stephens,32.7359,-98.8362,9142,TX
Mitchell,32.3062,-100.9211,8903,TX
Dimmit,28.4226,-99.7566,8840,TX
Archer,33.6153,-98.6877,8616,TX
Jack,33.2335,-98.1725,8494,TX
Hamilton,31.7048,-98.1107,8211,TX
San Augustine,31.3942,-94.1682,7964,TX
Coleman,31.7732,-99.4536,7848,TX
Yoakum,33.173,-102.8278,7707,TX
McCulloch,31.1989,-99.3476,7676,TX
Winkler,31.8501,-103.0483,7629,TX
Castro,34.5299,-102.2617,7450,TX
Dallam,36.2779,-102.6022,7135,TX
Brooks,27.0316,-98.2187,7100,TX
Goliad,28.6571,-97.4264,7085,TX
Swisher,34.5304,-101.735,7055,TX
Bailey,34.0686,-102.8299,6968,TX
La Salle,28.3452,-99.0995,6956,TX
Refugio,28.3253,-97.1656,6822,TX
Childress,34.5291,-100.2076,6784,TX
Presidio,29.9998,-104.2405,6328,TX
Carson,35.4035,-101.3542,5856,TX
San Saba,31.1552,-98.8176,5775,TX
Garza,33.1799,-101.2985,5734,TX
Lynn,33.1768,-101.8161,5587,TX
Floyd,34.0724,-101.3032,5478,TX
Hartley,35.84,-102.6029,5465,TX
Haskell,33.1782,-99.7303,5420,TX
Hansford,36.2774,-101.3546,5332,TX
Crosby,33.6147,-101.3,5265,TX
Delta,33.3863,-95.6723,5251,TX
Martin,32.306,-101.9513,5213,TX
Wheeler,35.4012,-100.2698,5091,TX
Jim Hogg,27.0434,-98.6973,4864,TX
Crane,31.4286,-102.5156,4654,TX
Mills,31.4952,-98.5954,4520,TX
Kimble,30.4868,-99.7487,4295,TX
Mason,30.7177,-99.2261,3948,TX
Fisher,32.7428,-100.4022,3720,TX
Hardeman,34.2902,-99.7457,3567,TX
Baylor,33.6165,-99.2135,3491,TX
Hemphill,35.8376,-100.2706,3450,TX
Sutton,30.4984,-100.5382,3417,TX
Knox,33.6061,-99.7414,3384,TX
Reagan,31.3661,-101.5231,3363,TX
Upton,31.3688,-102.0431,3340,TX
Hudspeth,31.4562,-105.3865,3322,TX
Coke,31.8886,-100.53,3288,TX
Donley,34.9654,-100.814,3266,TX
Kinney,29.3502,-100.418,3199,TX
Concho,31.3266,-99.864,3181,TX
Shackelford,32.7359,-99.3541,3145,TX
Lipscomb,36.2776,-100.2731,3138,TX
Collingsworth,34.9648,-100.27,2948,TX
Crockett,30.7231,-101.412,2939,TX
Hall,34.5308,-100.6811,2875,TX
Real,29.8318,-99.8222,2852,TX
Cochran,33.6042,-102.8285,2553,TX
Schleicher,30.8974,-100.5383,2547,TX
Sherman,36.2777,-101.8934,2357,TX
Oldham,35.405,-102.6028,2251,TX
Culberson,31.447,-104.5173,2209,TX
Jeff Davis,30.7154,-104.14,2021,TX
Menard,30.8898,-99.8206,1981,TX
Armstrong,34.9649,-101.3574,1980,TX
Dickens,33.6165,-100.7789,1569,TX
Cottle,34.0776,-100.2788,1560,TX
Irion,31.3039,-100.9824,1555,TX
Throckmorton,33.1775,-99.2124,1426,TX
Sterling,31.8278,-101.0501,1391,TX
Edwards,29.9827,-100.3048,1366,TX
Stonewall,33.1792,-100.2534,1358,TX
Motley,34.0741,-100.7798,1269,TX
Briscoe,34.5303,-101.2085,1266,TX
Glasscock,31.8694,-101.5208,1221,TX
Foard,33.9746,-99.778,1087,TX
Terrell,30.225,-102.0765,979,TX
McMullen,28.3526,-98.5678,729,TX
Roberts,35.8384,-100.8136,724,TX
Kent,33.1813,-100.7776,632,TX
Borden,32.7436,-101.4317,550,TX
King,33.6165,-100.2558,229,TX
Kenedy,26.9285,-97.7017,169,TX
Loving,31.8493,-103.58,83,TX
Salt Lake,40.6673,-111.9236,1173331,UT
Utah,40.1199,-111.6703,648265,UT
Davis,40.99,-112.1115,358831,UT
Weber,41.2698,-111.9134,259390,UT
Washington,37.2804,-113.5048,176533,UT
Cache,41.7224,-111.7436,131703,UT
Tooele,40.4488,-113.1311,71340,UT
Box Elder,41.521,-113.0821,56891,UT
Iron,37.8592,-113.2895,55839,UT
Summit,40.8682,-110.9557,42156,UT
Uintah,40.1248,-109.5186,35488,UT
Wasatch,40.3308,-111.1682,34028,UT
Sanpete,39.3739,-111.5763,28458,UT
Sevier,38.7478,-111.8044,21471,UT
Carbon,39.6481,-110.5887,20208,UT
Duchesne,40.2982,-110.4252,19651,UT
San Juan,37.626,-109.8045,14610,UT
Millard,39.0733,-113.1008,12860,UT
Morgan,41.0893,-111.5732,12162,UT
Juab,39.7027,-112.7848,11648,UT
Emery,38.9968,-110.7006,9839,UT
Grand,38.982,-109.5699,9630,UT
Kane,37.2851,-111.8878,7635,UT
Beaver,38.357,-113.2355,6962,UT
Garfield,37.8549,-111.4431,5061,UT
Rich,41.6323,-111.2445,2507,UT
Wayne,38.3244,-110.9039,2500,UT
Piute,38.3367,-112.1274,1809,UT
Daggett,40.8873,-109.5077,564,UT
Chittenden,44.4611,-73.0813,167523,VT
Rutland,43.5802,-73.0364,60662,VT
Washington,44.2736,-72.6148,59609,VT
Windsor,43.5799,-72.5862,57593,VT
Franklin,44.8576,-72.9131,49752,VT
Windham,42.9906,-72.7139,45811,VT
Addison,44.0309,-73.1408,37306,VT
Bennington,43.0354,-73.0932,37235,VT
Caledonia,44.4647,-72.1022,30402,VT
Orange,44.0056,-72.3768,29286,VT
Orleans,44.829,-72.2436,27317,VT
Lamoille,44.607,-72.6419,25920,VT
Grand Isle,44.7981,-73.2948,7249,VT
Essex,44.7275,-71.7359,5972,VT
Prince William,38.7029,-77.4809,477224,VA
Virginia Beach,36.7335,-76.0435,457658,VA
Loudoun,39.0907,-77.6357,413574,VA
Chesterfield,37.3785,-77.587,359798,VA
Henrico,37.538,-77.4058,331924,VA
Chesapeake,36.6778,-76.3024,247172,VA
Norfolk,36.8945,-76.259,238556,VA
Arlington,38.8786,-77.1011,235764,VA
Newport News,37.1051,-76.5185,185069,VA
Alexandria,38.8185,-77.0861,158185,VA
Stafford,38.4207,-77.458,154204,VA
Spotsylvania,38.185,-77.6561,138493,VA
Hampton,37.0551,-76.363,136748,VA
Albemarle,38.0229,-78.5567,111438,VA
Hanover,37.7601,-77.491,109232,VA
Montgomery,37.1743,-80.3872,99294,VA
Portsmouth,36.8468,-76.354,97454,VA
Roanoke,37.2693,-80.068,96303,VA
Suffolk,36.6953,-76.6398,93268,VA
Frederick,39.2046,-78.2626,90287,VA
Rockingham,38.512,-78.8758,83090,VA
Bedford,37.3152,-79.5242,79183,VA
Lynchburg,37.4003,-79.1909,78973,VA
James City,37.3288,-76.7789,77733,VA
Augusta,38.1644,-79.1338,76948,VA
Fauquier,38.7386,-77.8092,72416,VA
York,37.2431,-76.5635,69635,VA
Pittsylvania,36.8213,-79.3971,60833,VA
Campbell,37.2053,-79.0966,55656,VA
Washington,36.7244,-81.9598,53997,VA
Harrisonburg,38.4361,-78.8735,52062,VA
Culpeper,38.486,-77.9558,52021,VA
Henry,36.6828,-79.874,51077,VA
Charlottesville,38.0375,-78.4855,46597,VA
Shenandoah,38.8583,-78.5708,44037,VA
Manassas,38.7479,-77.4839,42596,VA
Danville,36.5831,-79.4088,42556,VA
Prince George,37.1865,-77.2242,42170,VA
Tazewell,37.125,-81.5606,40615,VA
Warren,38.9087,-78.2085,40442,VA
Gloucester,37.416,-76.5434,38586,VA
Isle of Wight,36.8912,-76.7259,38301,VA
Louisa,37.9786,-77.963,37136,VA
Wise,36.9752,-82.6212,36531,VA
Orange,38.2462,-78.0137,36001,VA
Halifax,36.7669,-78.9366,34228,VA
Pulaski,37.0635,-80.7144,33893,VA
Botetourt,37.5571,-79.8123,33542,VA
Accomack,37.7643,-75.6332,33388,VA
Petersburg,37.2043,-77.3913,33229,VA
Amherst,37.6048,-79.1451,31381,VA
Caroline,38.0267,-77.3471,30861,VA
Mecklenburg,36.6804,-78.3627,30347,VA
Powhatan,37.5502,-77.9152,29979,VA
Smyth,36.8438,-81.537,29960,VA
Carroll,36.7316,-80.7339,29123,VA
Wythe,36.9171,-81.0787,28347,VA
Winchester,39.1735,-78.1746,28194,VA
Dinwiddie,37.0759,-77.6323,28040,VA
Fredericksburg,38.2992,-77.4872,28027,VA
Fluvanna,37.8419,-78.2773,27078,VA
King George,38.2733,-77.1572,26597,VA
Russell,36.9339,-82.0954,25932,VA
Staunton,38.1593,-79.0611,25358,VA
Salem,37.2864,-80.0554,25335,VA
Goochland,37.7221,-77.9158,24300,VA
Fairfax,38.8531,-77.2998,23980,VA
Page,38.6194,-78.4844,23734,VA
Hopewell,37.2915,-77.2985,23020,VA
Rockbridge,37.8145,-79.4473,22663,VA
New Kent,37.5052,-76.9974,22519,VA
Lee,36.7054,-83.1286,22482,VA
Waynesboro,38.0674,-78.9014,22149,VA
Prince Edward,37.2243,-78.4411,21887,VA
Scott,36.7143,-82.6029,21576,VA
Buchanan,37.2666,-82.036,20615,VA
Greene,38.2976,-78.4669,20374,VA
Westmoreland,38.112,-76.8042,18324,VA
Colonial Heights,37.265,-77.3969,18127,VA
Southampton,36.7204,-77.1061,18028,VA
Patrick,36.6783,-80.2844,17661,VA
King William,37.7066,-77.0885,17511,VA
Manassas Park,38.7709,-77.4429,17081,VA
Bristol,36.618,-82.1605,16996,VA
Buckingham,37.5722,-78.5288,16832,VA
Giles,37.3142,-80.7029,16764,VA
Radford,37.1229,-80.5587,16205,VA
Brunswick,36.7648,-77.859,16044,VA
Appomattox,37.3723,-78.8126,16039,VA
Nottoway,37.143,-78.0512,15667,VA
Floyd,36.9316,-80.3625,15536,VA
Grayson,36.6565,-81.2249,15418,VA
Williamsburg,37.2693,-76.7076,15299,VA
Alleghany,37.7878,-80.0062,15266,VA
Nelson,37.7874,-78.8868,14795,VA
Clarke,39.1123,-77.9967,14726,VA
Falls Church,38.8847,-77.1751,14494,VA
Dickenson,37.1258,-82.3504,14256,VA
Madison,38.4137,-78.2792,13731,VA
Martinsville,36.6827,-79.8636,13476,VA
Amelia,37.336,-77.9761,13220,VA
Poquoson,37.1318,-76.3568,12382,VA
Northampton,37.343,-75.877,12226,VA
Lunenburg,36.9462,-78.2406,11982,VA
Northumberland,37.8874,-76.4195,11965,VA
Charlotte,37.0116,-78.6616,11605,VA
Greensville,36.6759,-77.5596,11465,VA
Sussex,36.9218,-77.2618,10960,VA
Lancaster,37.7345,-76.4632,10916,VA
Middlesex,37.6303,-76.5697,10686,VA
Essex,37.9435,-76.9516,10621,VA
Cumberland,37.5121,-78.245,9669,VA
Richmond,37.9434,-76.7269,8902,VA
Mathews,37.4354,-76.3436,8548,VA
Franklin,36.6831,-76.9386,8249,VA
Rappahannock,38.6848,-78.1592,7400,VA
Lexington,37.7825,-79.4441,7287,VA
Charles City,37.3567,-77.0622,6817,VA
King and Queen,37.7186,-76.8953,6690,VA
Galax,36.666,-80.9176,6681,VA
Buena Vista,37.7319,-79.3569,6649,VA
Surry,37.1098,-76.9002,6563,VA
Bland,37.134,-81.1302,6278,VA
Emporia,36.6953,-77.5357,5761,VA
Covington,37.7785,-79.9868,5716,VA
Craig,37.4817,-80.2114,4914,VA
Bath,38.0587,-79.7411,4243,VA
Norton,36.9314,-82.6262,3696,VA
Highland,38.3623,-79.5686,2229,VA
King,47.4902,-121.8052,2240876,WA
Pierce,47.0241,-122.1046,910225,WA
Snohomish,48.0475,-121.6975,820024,WA
Spokane,47.6207,-117.404,531477,WA
Clark,45.7792,-122.4825,496494,WA
Thurston,46.9258,-122.8332,290642,WA
Kitsap,47.613,-122.6716,273072,WA
Yakima,46.4571,-120.7385,255151,WA
Whatcom,48.8259,-121.7199,224533,WA
Benton,46.2398,-119.5112,204551,WA
Skagit,48.4794,-121.7302,128228,WA
Cowlitz,46.1932,-122.681,109457,WA
Grant,47.2057,-119.4518,97874,WA
Franklin,46.5347,-118.899,95313,WA
Island,48.163,-122.5481,85938,WA
Lewis,46.5778,-122.3927,81214,WA
Chelan,47.8692,-120.619,78508,WA
Clallam,48.0493,-123.928,76727,WA
Grays Harbor,47.1503,-123.7735,74737,WA
Mason,47.3484,-123.1927,64964,WA
Walla Walla,46.2298,-118.4784,62168,WA
Whitman,46.9012,-117.523,48197,WA
Stevens,48.3991,-117.8552,46057,WA
Kittitas,47.1244,-120.6798,44147,WA
Douglas,47.7361,-119.6918,42622,WA
Okanogan,48.5488,-119.7408,41966,WA
Jefferson,47.7487,-123.596,32590,WA
Pacific,46.5557,-123.7041,22974,WA
Klickitat,45.8738,-120.7891,22478,WA
Asotin,46.1918,-117.203,22285,WA
Adams,46.9834,-118.5606,20353,WA
San Juan,48.5782,-122.965,17631,WA
Pend Oreille,48.5323,-117.274,13302,WA
Skamania,46.023,-121.9147,11973,WA
Lincoln,47.5763,-118.4187,10798,WA
Ferry,48.4703,-118.5166,7198,WA
Wahkiakum,46.2918,-123.4244,4373,WA
Columbia,46.2975,-117.9078,3969,WA
Garfield,46.4316,-117.5452,2278,WA
Kanawha,38.3366,-81.5281,181953,WV
Berkeley,39.4641,-78.0275,120460,WV
Monongalia,39.6303,-80.0466,105695,WV
Cabell,38.4203,-82.2417,94622,WV
Wood,39.2112,-81.515,84678,WV
Raleigh,37.7714,-81.2487,74929,WV
Harrison,39.2835,-80.3799,66222,WV
Mercer,37.4055,-81.1114,59892,WV
Jefferson,39.3076,-77.8628,57542,WV
Putnam,38.5086,-81.909,57385,WV
Marion,39.51,-80.2434,56256,WV
Ohio,40.0969,-80.6189,42443,WV
Fayette,38.0288,-81.0812,41056,WV
Wayne,38.1459,-82.427,39337,WV
Preston,39.4693,-79.6682,34266,WV
Greenbrier,37.9469,-80.453,33307,WV
Logan,37.8315,-81.9353,32786,WV
Marshall,39.8606,-80.6634,30813,WV
Hancock,40.5219,-80.5739,29223,WV
Randolph,38.7747,-79.8758,28150,WV
Jackson,38.8345,-81.6748,28011,WV
Mineral,39.4147,-78.9438,27045,WV
Mason,38.7697,-82.0266,25667,WV
Nicholas,38.2917,-80.7993,24770,WV
Upshur,38.8979,-80.2334,23965,WV
Mingo,37.7264,-82.1347,23821,WV
Hampshire,39.3171,-78.6141,23214,WV
Brooke,40.2739,-80.5765,22603,WV
Boone,38.023,-81.7112,22059,WV
Wyoming,37.6096,-81.5492,21581,WV
Lincoln,38.1753,-82.0704,20625,WV
McDowell,37.3785,-81.6536,19334,WV
Morgan,39.5604,-78.2578,17144,WV
Lewis,38.9959,-80.5022,16966,WV
Taylor,39.336,-80.0462,16727,WV
Barbour,39.133,-80.003,15600,WV
Wetzel,39.6053,-80.6391,14629,WV
Hardy,39.0075,-78.858,14269,WV
Roane,38.714,-81.3483,14129,WV
Braxton,38.6999,-80.7193,12702,WV
Monroe,37.5604,-80.5505,12492,WV
Summers,37.6559,-80.8586,12125,WV
Grant,39.1051,-79.1956,11063,WV
Ritchie,39.1783,-81.063,8676,WV
Webster,38.4947,-80.4219,8415,WV
Tyler,39.4653,-80.8848,8397,WV
Clay,38.4625,-81.0751,8176,WV
Pocahontas,38.3318,-80.0078,8006,WV
Doddridge,39.2692,-80.707,7929,WV
Pleasants,39.371,-81.1606,7623,WV
Gilmer,38.9241,-80.8571,7516,WV
Tucker,39.1136,-79.565,6822,WV
Calhoun,38.8445,-81.1176,6420,WV
Pendleton,38.6807,-79.3509,6249,WV
Wirt,39.0224,-81.3787,5264,WV
Milwaukee,43.0072,-87.9669,939123,WI
Dane,43.0673,-89.4181,555474,WI
Waukesha,43.0182,-88.3045,405332,WI
Brown,44.4525,-88.0037,267364,WI
Racine,42.7475,-88.0613,197379,WI
Outagamie,44.4161,-88.4649,189620,WI
Winnebago,44.0689,-88.6446,171304,WI
Kenosha,42.5769,-88.0424,168743,WI
Rock,42.6712,-89.0716,163522,WI
Marathon,44.8983,-89.7591,137597,WI
Washington,43.3685,-88.2307,136300,WI
La Crosse,43.9066,-91.1152,120291,WI
Sheboygan,43.7212,-87.9454,117528,WI
Walworth,42.6685,-88.5419,105945,WI
Eau Claire,44.7268,-91.286,105206,WI
Fond du Lac,43.7536,-88.4883,103890,WI
St. Croix,45.034,-92.4526,92495,WI
Ozaukee,43.384,-87.9509,91029,WI
Dodge,43.4163,-88.7075,89274,WI
Jefferson,43.0208,-88.7759,84808,WI
Manitowoc,44.1199,-87.8097,81103,WI
Wood,44.4553,-90.0416,74107,WI
Portage,44.476,-89.5014,70378,WI
Chippewa,45.0694,-91.2799,65877,WI
Sauk,43.4267,-89.9482,65428,WI
Columbia,43.4666,-89.3337,58219,WI
Grant,42.8675,-90.7062,52210,WI
Calumet,44.0816,-88.2181,52128,WI
Waupaca,44.4705,-88.9648,51769,WI
Barron,45.4237,-91.8483,46529,WI
Monroe,43.9458,-90.6178,46091,WI
Dunn,44.9466,-91.8964,45254,WI
Polk,45.4614,-92.4414,44806,WI
Douglas,46.4329,-91.9162,44034,WI
Pierce,44.7194,-92.4224,42204,WI
Marinette,45.3833,-88.0337,41720,WI
Shawano,44.7891,-88.7654,40836,WI
Oconto,45.0264,-88.2697,38691,WI
Oneida,45.7055,-89.5218,37468,WI
Green,42.68,-89.6022,37098,WI
Clark,44.7347,-90.6121,34655,WI
Vernon,43.5939,-90.8344,30719,WI
Trempealeau,44.304,-91.3585,30504,WI
Door,44.9473,-87.3135,29713,WI
Lincoln,45.3374,-89.7346,28378,WI
Juneau,43.9246,-90.1138,26595,WI
Waushara,44.1131,-89.2429,24527,WI
Iowa,43.0005,-90.1354,23715,WI
Vilas,46.0529,-89.5148,22813,WI
Jackson,44.3192,-90.8053,21004,WI
Kewaunee,44.5161,-87.6153,20535,WI
Adams,43.9696,-89.7704,20505,WI
Taylor,45.2116,-90.5012,19960,WI
Langlade,45.2623,-89.0719,19469,WI
Green Lake,43.8004,-89.0449,18990,WI
Sawyer,45.88,-91.1445,17813,WI
Richland,43.3756,-90.4295,17353,WI
Lafayette,42.6605,-90.1317,16662,WI
Washburn,45.8992,-91.7912,16561,WI
Burnett,45.8627,-92.3676,16356,WI
Crawford,43.2395,-90.931,16167,WI
Bayfield,46.5237,-91.2009,16031,WI
Ashland,46.3149,-90.678,16002,WI
Marquette,43.8196,-89.3987,15515,WI
Rusk,45.4751,-91.1332,14182,WI
Price,45.6804,-90.3614,14003,WI
Buffalo,44.3798,-91.7545,13314,WI
Forest,45.6673,-88.7704,9184,WI
Pepin,44.5829,-92.0015,7328,WI
Iron,46.2623,-90.242,6074,WI
Florence,45.8485,-88.3981,4542,WI
Menominee,45.0044,-88.71,4318,WI
Laramie,41.307,-104.6895,99905,WY
Natrona,42.9621,-106.7985,79382,WY
Campbell,44.2482,-105.5482,46758,WY
Sweetwater,41.6595,-108.8796,42459,WY
Fremont,43.0405,-108.6304,39434,WY
Albany,41.6545,-105.7238,37311,WY
Sheridan,44.79,-106.8793,30812,WY
Park,44.5205,-109.5879,29664,WY
Teton,43.9346,-110.5898,23319,WY
Uinta,41.2876,-110.5476,20514,WY
Lincoln,42.264,-110.656,19457,WY
Carbon,41.6944,-106.9307,14714,WY
Converse,42.9723,-105.5072,13702,WY
Goshen,42.0879,-104.3533,12642,WY
Big Horn,44.5267,-107.9952,11671,WY
Sublette,42.7669,-109.9147,8830,WY
Platte,42.1331,-104.9659,8607,WY
Johnson,44.0388,-106.5847,8457,WY
Washakie,43.905,-107.6828,7768,WY
Crook,44.5885,-104.5699,7185,WY
Weston,43.8404,-104.5677,6891,WY
Hot Springs,43.719,-108.4422,4673,WY
Niobrara,43.0564,-104.4754,2486,WY
